metodo,tempo,iteracoes
mergeSort_32_numeros,18200,780
mergeSort_2048_numeros,1205400,99286
mergeSort_1048576_numeros,407175900,88454716
mergeSort_32_numeros,25600,780
mergeSort_2048_numeros,1181000,99254
mergeSort_1048576_numeros,444211200,88455412
mergeSort_32_numeros,28800,786
mergeSort_2048_numeros,754400,99310
mergeSort_1048576_numeros,472055500,88454474
mergeSort_32_numeros,40400,786
mergeSort_2048_numeros,2112200,99332
mergeSort_1048576_numeros,426860900,88455124
mergeSort_32_numeros,24000,776
mergeSort_2048_numeros,876100,99254
mergeSort_1048576_numeros,419173900,88454844
mergeSort_32_numeros,33100,790
mergeSort_2048_numeros,961900,99270
mergeSort_1048576_numeros,559179300,88455236
mergeSort_32_numeros,25500,792
mergeSort_2048_numeros,806200,99214
mergeSort_1048576_numeros,574812800,88456522
mergeSort_32_numeros,17900,772
mergeSort_2048_numeros,662500,99274
mergeSort_1048576_numeros,408461300,88457014
mergeSort_32_numeros,31000,782
mergeSort_2048_numeros,631400,99142
mergeSort_1048576_numeros,448944600,88457726
mergeSort_32_numeros,25400,786
mergeSort_2048_numeros,866900,99214
mergeSort_1048576_numeros,429433100,88457048
mergeSort_32_numeros,31700,776
mergeSort_2048_numeros,1269000,99164
mergeSort_1048576_numeros,413253100,88457276
mergeSort_32_numeros,16900,784
mergeSort_2048_numeros,1832200,99222
mergeSort_1048576_numeros,425576800,88456606
mergeSort_32_numeros,20200,778
mergeSort_2048_numeros,637000,99254
mergeSort_1048576_numeros,464902800,88451692
mergeSort_32_numeros,48800,782
mergeSort_2048_numeros,922900,99236
mergeSort_1048576_numeros,475911200,88456374
mergeSort_32_numeros,21000,778
mergeSort_2048_numeros,1288500,99274
mergeSort_1048576_numeros,419222800,88458304
mergeSort_32_numeros,32600,774
mergeSort_2048_numeros,1374200,99168
mergeSort_1048576_numeros,411755100,88455534
mergeSort_32_numeros,25200,786
mergeSort_2048_numeros,931300,99244
mergeSort_1048576_numeros,435151600,88458268
mergeSort_32_numeros,16000,776
mergeSort_2048_numeros,693600,99186
mergeSort_1048576_numeros,425362400,88457810
mergeSort_32_numeros,24900,778
mergeSort_2048_numeros,757800,99198
mergeSort_1048576_numeros,432496200,88455388
mergeSort_32_numeros,43500,782
mergeSort_2048_numeros,808600,99170
mergeSort_1048576_numeros,421984900,88453642
mergeSort_32_numeros,16200,774
mergeSort_2048_numeros,1400500,99148
mergeSort_1048576_numeros,412307800,88455214
mergeSort_32_numeros,20300,790
mergeSort_2048_numeros,1387000,99214
mergeSort_1048576_numeros,424932500,88454206
mergeSort_32_numeros,26100,766
mergeSort_2048_numeros,628500,99174
mergeSort_1048576_numeros,407593000,88456190
mergeSort_32_numeros,27700,788
mergeSort_2048_numeros,537900,99170
mergeSort_1048576_numeros,556679200,88457822
mergeSort_32_numeros,40900,788
mergeSort_2048_numeros,1630500,99266
mergeSort_1048576_numeros,416385300,88458322
mergeSort_32_numeros,14400,774
mergeSort_2048_numeros,675500,99266
mergeSort_1048576_numeros,428267400,88453688
mergeSort_32_numeros,17200,776
mergeSort_2048_numeros,959300,99230
mergeSort_1048576_numeros,408168000,88453238
mergeSort_32_numeros,28400,788
mergeSort_2048_numeros,1414800,99202
mergeSort_1048576_numeros,417838100,88452772
mergeSort_32_numeros,17000,780
mergeSort_2048_numeros,637300,99206
mergeSort_1048576_numeros,410033900,88453868
mergeSort_32_numeros,28600,772
mergeSort_2048_numeros,1090700,99214
mergeSort_1048576_numeros,420988700,88459388
mergeSort_32_numeros,27300,774
mergeSort_2048_numeros,1298700,99256
mergeSort_1048576_numeros,425736900,88457136
mergeSort_32_numeros,14500,782
mergeSort_2048_numeros,1650100,99252
mergeSort_1048576_numeros,430782500,88452314
mergeSort_32_numeros,29500,784
mergeSort_2048_numeros,1426200,99244
mergeSort_1048576_numeros,443616400,88453048
mergeSort_32_numeros,32500,786
mergeSort_2048_numeros,685100,99270
mergeSort_1048576_numeros,432088800,88456018
mergeSort_32_numeros,28200,782
mergeSort_2048_numeros,1397600,99244
mergeSort_1048576_numeros,479100800,88452574
mergeSort_32_numeros,23300,784
mergeSort_2048_numeros,1193300,99186
mergeSort_1048576_numeros,446260100,88457224
mergeSort_32_numeros,17000,782
mergeSort_2048_numeros,728200,99282
mergeSort_1048576_numeros,502976800,88457384
mergeSort_32_numeros,37600,784
mergeSort_2048_numeros,980400,99236
mergeSort_1048576_numeros,567067800,88457276
mergeSort_32_numeros,19700,774
mergeSort_2048_numeros,635200,99164
mergeSort_1048576_numeros,428735800,88456600
mergeSort_32_numeros,25500,774
mergeSort_2048_numeros,660600,99262
mergeSort_1048576_numeros,422093300,88457128
mergeSort_32_numeros,29300,786
mergeSort_2048_numeros,1465800,99188
mergeSort_1048576_numeros,410013200,88456272
mergeSort_32_numeros,27200,776
mergeSort_2048_numeros,1831200,99200
mergeSort_1048576_numeros,438518800,88456652
mergeSort_32_numeros,28800,790
mergeSort_2048_numeros,1631900,99294
mergeSort_1048576_numeros,410159000,88456034
mergeSort_32_numeros,26300,780
mergeSort_2048_numeros,1699300,99288
mergeSort_1048576_numeros,544699700,88455794
mergeSort_32_numeros,27800,784
mergeSort_2048_numeros,1570000,99240
mergeSort_1048576_numeros,442118700,88455592
mergeSort_32_numeros,26200,780
mergeSort_2048_numeros,1236900,99218
mergeSort_1048576_numeros,415621300,88454028
mergeSort_32_numeros,27500,774
mergeSort_2048_numeros,1578800,99162
mergeSort_1048576_numeros,422564500,88460304
mergeSort_32_numeros,21300,780
mergeSort_2048_numeros,772200,99248
mergeSort_1048576_numeros,416025200,88455244
mergeSort_32_numeros,23900,780
mergeSort_2048_numeros,639100,99200
mergeSort_1048576_numeros,431737300,88457450
mergeSort_32_numeros,15000,786
mergeSort_2048_numeros,540200,99256
mergeSort_1048576_numeros,407523900,88456042
mergeSort_32_numeros,25600,788
mergeSort_2048_numeros,1573100,99160
mergeSort_1048576_numeros,443403200,88456832
mergeSort_32_numeros,19500,774
mergeSort_2048_numeros,1683700,99192
mergeSort_1048576_numeros,416461000,88457166
mergeSort_32_numeros,15000,784
mergeSort_2048_numeros,1604300,99192
mergeSort_1048576_numeros,432861200,88455418
mergeSort_32_numeros,27700,784
mergeSort_2048_numeros,1595800,99180
mergeSort_1048576_numeros,418153200,88451930
mergeSort_32_numeros,17800,768
mergeSort_2048_numeros,876300,99190
mergeSort_1048576_numeros,429936900,88453438
mergeSort_32_numeros,20000,790
mergeSort_2048_numeros,885700,99160
mergeSort_1048576_numeros,425935300,88455124
mergeSort_32_numeros,28000,792
mergeSort_2048_numeros,1678300,99130
mergeSort_1048576_numeros,420530300,88455938
mergeSort_32_numeros,26000,786
mergeSort_2048_numeros,983500,99182
mergeSort_1048576_numeros,451838500,88455486
mergeSort_32_numeros,15700,776
mergeSort_2048_numeros,701900,99182
mergeSort_1048576_numeros,423728000,88458970
mergeSort_32_numeros,11400,770
mergeSort_2048_numeros,1103500,99178
mergeSort_1048576_numeros,421069900,88456024
mergeSort_32_numeros,30700,774
mergeSort_2048_numeros,1442300,99246
mergeSort_1048576_numeros,444977300,88454114
mergeSort_32_numeros,24100,778
mergeSort_2048_numeros,558400,99168
mergeSort_1048576_numeros,450301000,88456486
mergeSort_32_numeros,15900,784
mergeSort_2048_numeros,1718400,99282
mergeSort_1048576_numeros,444448300,88455566
mergeSort_32_numeros,15000,786
mergeSort_2048_numeros,1417400,99276
mergeSort_1048576_numeros,417845800,88453298
mergeSort_32_numeros,29600,766
mergeSort_2048_numeros,1424400,99224
mergeSort_1048576_numeros,525015600,88455478
mergeSort_32_numeros,40900,784
mergeSort_2048_numeros,2506800,99224
mergeSort_1048576_numeros,493856400,88461494
mergeSort_32_numeros,29900,772
mergeSort_2048_numeros,1571300,99170
mergeSort_1048576_numeros,427148200,88453946
mergeSort_32_numeros,16200,784
mergeSort_2048_numeros,656800,99190
mergeSort_1048576_numeros,426037000,88458494
mergeSort_32_numeros,16000,792
mergeSort_2048_numeros,678000,99260
mergeSort_1048576_numeros,433005800,88454484
mergeSort_32_numeros,25200,780
mergeSort_2048_numeros,788600,99280
mergeSort_1048576_numeros,419289400,88457378
mergeSort_32_numeros,16800,776
mergeSort_2048_numeros,792400,99282
mergeSort_1048576_numeros,377307600,88453426
mergeSort_32_numeros,13800,768
mergeSort_2048_numeros,686300,99318
mergeSort_1048576_numeros,479431000,88457658
mergeSort_32_numeros,24400,778
mergeSort_2048_numeros,1586200,99214
mergeSort_1048576_numeros,365058800,88454692
mergeSort_32_numeros,26300,790
mergeSort_2048_numeros,1027000,99178
mergeSort_1048576_numeros,359044400,88455912
mergeSort_32_numeros,25000,786
mergeSort_2048_numeros,1513000,99290
mergeSort_1048576_numeros,405206200,88458398
mergeSort_32_numeros,25000,772
mergeSort_2048_numeros,1512100,99278
mergeSort_1048576_numeros,411703900,88454404
mergeSort_32_numeros,24200,772
mergeSort_2048_numeros,1551400,99230
mergeSort_1048576_numeros,304043700,88460140
mergeSort_32_numeros,24500,788
mergeSort_2048_numeros,1507600,99198
mergeSort_1048576_numeros,353693400,88456174
mergeSort_32_numeros,24000,778
mergeSort_2048_numeros,1525200,99264
mergeSort_1048576_numeros,385873200,88455744
mergeSort_32_numeros,12300,784
mergeSort_2048_numeros,1026700,99146
mergeSort_1048576_numeros,405993300,88457858
mergeSort_32_numeros,25400,784
mergeSort_2048_numeros,1695000,99214
mergeSort_1048576_numeros,329548000,88455752
mergeSort_32_numeros,15400,788
mergeSort_2048_numeros,1264800,99208
mergeSort_1048576_numeros,402023800,88454928
mergeSort_32_numeros,13600,790
mergeSort_2048_numeros,709300,99224
mergeSort_1048576_numeros,519918200,88455454
mergeSort_32_numeros,29300,782
mergeSort_2048_numeros,1186000,99282
mergeSort_1048576_numeros,462386600,88454658
mergeSort_32_numeros,27000,784
mergeSort_2048_numeros,1626600,99250
mergeSort_1048576_numeros,419911200,88453900
mergeSort_32_numeros,27800,786
mergeSort_2048_numeros,1284400,99204
mergeSort_1048576_numeros,440866700,88456674
mergeSort_32_numeros,23700,780
mergeSort_2048_numeros,691000,99206
mergeSort_1048576_numeros,416826300,88454070
mergeSort_32_numeros,28100,786
mergeSort_2048_numeros,1706100,99188
mergeSort_1048576_numeros,446544500,88455922
mergeSort_32_numeros,24100,780
mergeSort_2048_numeros,661800,99284
mergeSort_1048576_numeros,417122000,88456516
mergeSort_32_numeros,15600,784
mergeSort_2048_numeros,652900,99332
mergeSort_1048576_numeros,434244700,88458002
mergeSort_32_numeros,17300,772
mergeSort_2048_numeros,656900,99180
mergeSort_1048576_numeros,434600800,88454702
mergeSort_32_numeros,17300,786
mergeSort_2048_numeros,871500,99182
mergeSort_1048576_numeros,415343200,88456166
mergeSort_32_numeros,29700,786
mergeSort_2048_numeros,2054300,99248
mergeSort_1048576_numeros,434805000,88456888
mergeSort_32_numeros,25500,786
mergeSort_2048_numeros,1352500,99274
mergeSort_1048576_numeros,423819500,88456416
mergeSort_32_numeros,18100,782
mergeSort_2048_numeros,887700,99270
mergeSort_1048576_numeros,459627900,88453548
mergeSort_32_numeros,29100,786
mergeSort_2048_numeros,632200,99188
mergeSort_1048576_numeros,524320500,88459280
mergeSort_32_numeros,25900,786
mergeSort_2048_numeros,1147200,99148
mergeSort_1048576_numeros,629104600,88455296
mergeSort_32_numeros,25100,770
mergeSort_2048_numeros,974100,99182
mergeSort_1048576_numeros,612101000,88457628
mergeSort_32_numeros,42000,780
mergeSort_2048_numeros,2080200,99230
mergeSort_1048576_numeros,575668100,88454182
mergeSort_32_numeros,17100,788
mergeSort_2048_numeros,683900,99292
mergeSort_1048576_numeros,432052200,88456332
mergeSort_32_numeros,28400,784
mergeSort_2048_numeros,1551700,99192
mergeSort_1048576_numeros,414866000,88455208
mergeSort_32_numeros,22100,782
mergeSort_2048_numeros,1272000,99318
mergeSort_1048576_numeros,415950500,88456720
mergeSort_32_numeros,27100,770
mergeSort_2048_numeros,1573700,99218
mergeSort_1048576_numeros,406691700,88459154
mergeSort_32_numeros,28500,772
mergeSort_2048_numeros,1453900,99120
mergeSort_1048576_numeros,424633300,88453018
mergeSort_32_numeros,15400,786
mergeSort_2048_numeros,1344500,99212
mergeSort_1048576_numeros,430317700,88453670
mergeSort_32_numeros,26200,778
mergeSort_2048_numeros,1595400,99204
mergeSort_1048576_numeros,424255200,88454542
mergeSort_32_numeros,28800,782
mergeSort_2048_numeros,1381000,99266
mergeSort_1048576_numeros,421715200,88457126
mergeSort_32_numeros,22900,786
mergeSort_2048_numeros,1074800,99206
mergeSort_1048576_numeros,421333600,88454428
mergeSort_32_numeros,25700,778
mergeSort_2048_numeros,1392800,99250
mergeSort_1048576_numeros,408290800,88454356
mergeSort_32_numeros,14800,782
mergeSort_2048_numeros,687500,99206
mergeSort_1048576_numeros,421917600,88454986
mergeSort_32_numeros,23800,790
mergeSort_2048_numeros,1558800,99120
mergeSort_1048576_numeros,422056700,88455036
mergeSort_32_numeros,22900,784
mergeSort_2048_numeros,1558600,99238
mergeSort_1048576_numeros,453496400,88456618
mergeSort_32_numeros,14500,784
mergeSort_2048_numeros,1700300,99298
mergeSort_1048576_numeros,416526400,88454318
mergeSort_32_numeros,25400,782
mergeSort_2048_numeros,626000,99318
mergeSort_1048576_numeros,408009500,88457072
mergeSort_32_numeros,15500,786
mergeSort_2048_numeros,1534900,99252
mergeSort_1048576_numeros,407925100,88457682
mergeSort_32_numeros,30100,782
mergeSort_2048_numeros,2027200,99178
mergeSort_1048576_numeros,434538200,88458232
mergeSort_32_numeros,25300,774
mergeSort_2048_numeros,631400,99146
mergeSort_1048576_numeros,439091300,88452712
mergeSort_32_numeros,20500,782
mergeSort_2048_numeros,1141400,99260
mergeSort_1048576_numeros,471409200,88456600
mergeSort_32_numeros,17200,780
mergeSort_2048_numeros,738200,99218
mergeSort_1048576_numeros,436122700,88457060
mergeSort_32_numeros,15200,780
mergeSort_2048_numeros,664100,99168
mergeSort_1048576_numeros,434114100,88454092
mergeSort_32_numeros,15000,778
mergeSort_2048_numeros,568300,99178
mergeSort_1048576_numeros,425867300,88454486
mergeSort_32_numeros,29700,784
mergeSort_2048_numeros,654600,99204
mergeSort_1048576_numeros,428848700,88454636
mergeSort_32_numeros,20600,788
mergeSort_2048_numeros,1005900,99252
mergeSort_1048576_numeros,467791600,88456210
mergeSort_32_numeros,30100,784
mergeSort_2048_numeros,938400,99192
mergeSort_1048576_numeros,434231500,88456218
mergeSort_32_numeros,18200,780
mergeSort_2048_numeros,988900,99234
mergeSort_1048576_numeros,432650500,88453118
mergeSort_32_numeros,16200,780
mergeSort_2048_numeros,581200,99164
mergeSort_1048576_numeros,450824100,88451656
mergeSort_32_numeros,15900,778
mergeSort_2048_numeros,717700,99196
mergeSort_1048576_numeros,429923700,88457056
mergeSort_32_numeros,17100,786
mergeSort_2048_numeros,535300,99158
mergeSort_1048576_numeros,423413800,88456358
mergeSort_32_numeros,15800,788
mergeSort_2048_numeros,1999400,99126
mergeSort_1048576_numeros,428774600,88455736
mergeSort_32_numeros,15300,780
mergeSort_2048_numeros,578700,99240
mergeSort_1048576_numeros,448736800,88455936
mergeSort_32_numeros,20600,772
mergeSort_2048_numeros,668000,99268
mergeSort_1048576_numeros,548979000,88453792
mergeSort_32_numeros,27200,786
mergeSort_2048_numeros,962700,99188
mergeSort_1048576_numeros,438917300,88455832
mergeSort_32_numeros,26800,776
mergeSort_2048_numeros,1339500,99254
mergeSort_1048576_numeros,443207800,88455628
mergeSort_32_numeros,18500,788
mergeSort_2048_numeros,982300,99190
mergeSort_1048576_numeros,434216600,88455812
mergeSort_32_numeros,27000,788
mergeSort_2048_numeros,1033900,99274
mergeSort_1048576_numeros,436325400,88454304
mergeSort_32_numeros,25200,782
mergeSort_2048_numeros,1624500,99166
mergeSort_1048576_numeros,455013800,88455710
mergeSort_32_numeros,20800,786
mergeSort_2048_numeros,648500,99248
mergeSort_1048576_numeros,526287900,88453910
mergeSort_32_numeros,27600,774
mergeSort_2048_numeros,999200,99224
mergeSort_1048576_numeros,478144500,88456612
mergeSort_32_numeros,14800,782
mergeSort_2048_numeros,672700,99120
mergeSort_1048576_numeros,436162900,88458230
mergeSort_32_numeros,20200,788
mergeSort_2048_numeros,663400,99204
mergeSort_1048576_numeros,423804100,88455630
mergeSort_32_numeros,15800,788
mergeSort_2048_numeros,553500,99212
mergeSort_1048576_numeros,417899900,88456940
mergeSort_32_numeros,45900,784
mergeSort_2048_numeros,933200,99220
mergeSort_1048576_numeros,438426600,88457466
mergeSort_32_numeros,15800,778
mergeSort_2048_numeros,777300,99292
mergeSort_1048576_numeros,433357200,88459298
mergeSort_32_numeros,14200,778
mergeSort_2048_numeros,969200,99202
mergeSort_1048576_numeros,442660400,88457762
mergeSort_32_numeros,15800,788
mergeSort_2048_numeros,619800,99266
mergeSort_1048576_numeros,470757800,88455622
mergeSort_32_numeros,13800,776
mergeSort_2048_numeros,545100,99176
mergeSort_1048576_numeros,462352200,88455898
mergeSort_32_numeros,24200,776
mergeSort_2048_numeros,1214200,99216
mergeSort_1048576_numeros,459938500,88457332
mergeSort_32_numeros,15100,788
mergeSort_2048_numeros,664300,99236
mergeSort_1048576_numeros,443230600,88453898
mergeSort_32_numeros,19300,786
mergeSort_2048_numeros,664700,99242
mergeSort_1048576_numeros,427245300,88457512
mergeSort_32_numeros,15400,790
mergeSort_2048_numeros,546400,99262
mergeSort_1048576_numeros,449445500,88456862
mergeSort_32_numeros,15900,784
mergeSort_2048_numeros,656900,99254
mergeSort_1048576_numeros,426958700,88456302
mergeSort_32_numeros,14600,786
mergeSort_2048_numeros,625300,99274
mergeSort_1048576_numeros,433522700,88456968
mergeSort_32_numeros,15100,792
mergeSort_2048_numeros,547300,99236
mergeSort_1048576_numeros,424820800,88457640
mergeSort_32_numeros,13900,776
mergeSort_2048_numeros,708000,99224
mergeSort_1048576_numeros,438601600,88457680
mergeSort_32_numeros,18700,792
mergeSort_2048_numeros,637400,99280
mergeSort_1048576_numeros,413421600,88454858
mergeSort_32_numeros,13000,786
mergeSort_2048_numeros,527800,99178
mergeSort_1048576_numeros,426110800,88456688
mergeSort_32_numeros,14100,782
mergeSort_2048_numeros,549900,99220
mergeSort_1048576_numeros,359620100,88458662
mergeSort_32_numeros,11300,774
mergeSort_2048_numeros,607700,99232
mergeSort_1048576_numeros,290741500,88454002
mergeSort_32_numeros,13000,778
mergeSort_2048_numeros,606500,99328
mergeSort_1048576_numeros,291964500,88454768
mergeSort_32_numeros,12000,782
mergeSort_2048_numeros,598000,99248
mergeSort_1048576_numeros,281715300,88456356
mergeSort_32_numeros,14300,774
mergeSort_2048_numeros,613100,99192
mergeSort_1048576_numeros,281179500,88454376
mergeSort_32_numeros,9400,790
mergeSort_2048_numeros,617700,99178
mergeSort_1048576_numeros,288031700,88457474
mergeSort_32_numeros,11500,772
mergeSort_2048_numeros,612400,99270
